month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,carbon_intensity,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
6,1,2,0,22.992903,-1.451542,84.7176,0.1884836,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,21.85,98.19,0.0,0.0,21.732718,26.86608,17.422407,93.97673,69.35465,100.0,31.002764,558.88806,0.0,33.498173,206.74927,0.0,0.47011298,0.03025,0.03025,0.03025,0.03025
6,2,2,0,22.79167,-1.6527748,85.91269,0.18708278,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,21.38,98.5,0.0,0.0,20.411549,27.594866,18.847815,100.0,66.37845,58.537117,126.09154,353.8778,0.0,56.40534,156.5328,0.0,0.46705264,0.03025,0.03025,0.03025,0.03025
6,3,2,0,22.560015,-1.8844299,87.27238,0.18579526,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,21.09,98.5,0.0,0.0,21.20041,25.718458,18.877052,83.31779,65.56698,98.34358,156.31213,568.6644,0.0,73.17529,218.93117,0.0,0.45780852,0.03025,0.03025,0.03025,0.03025
6,4,2,0,22.360548,-2.0838969,88.44825,0.18911865,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,20.94,98.0,0.0,0.0,21.554138,28.057226,18.871672,79.53162,60.264404,100.0,270.41684,229.66003,0.0,177.545,183.77454,0.0,0.4572636,0.03025,0.03025,0.06605,0.03025
6,5,2,0,22.19052,-2.2539253,89.46086,0.2063126,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,20.82,97.88,0.0,0.0,23.526413,25.909586,18.416462,61.78427,81.09734,100.0,496.74292,182.76071,0.0,175.07445,85.39914,0.0,0.4610489,0.03025,0.03025,0.06605,0.03025
6,6,2,0,22.034853,-2.4095917,90.394806,0.23896669,0.0,0.0,0.0,0.0,1.0,24.444445,24.444445,1,20.73,97.81,0.0,0.0,24.688236,26.883614,17.025522,78.168724,80.67924,100.0,501.38184,91.88104,0.0,193.22945,112.58622,0.0,0.4575128,0.03025,0.03025,0.06605,0.03025
6,7,2,0,22.034046,-2.743732,90.44848,0.29294163,0.0,0.0,0.0,13.748436,1.0,24.777779,24.777779,1,21.23,96.5,30.9,36.82,25.32839,25.503916,20.463068,81.200035,90.677086,78.63317,480.01373,71.47696,58.692337,211.27205,38.206497,398.49313,0.45027816,0.03025,0.03025,0.03025,0.03025
6,8,2,0,22.173649,-2.8263512,89.74831,0.47944677,0.0,0.0,0.0,104.747574,1.0,25.0,25.0,1,21.39,94.44,140.66,58.98,25.934942,24.385574,20.030565,66.75923,89.401794,94.32632,449.95847,0.0,105.83406,154.62993,0.0,383.47147,0.45374367,0.03025,0.03025,0.03025,0.03025
6,9,2,0,24.819525,-0.18047468,75.9511,0.6682014,1.3129785,1.392825,0.0,158.3017,1.0,25.0,25.0,1,21.64,89.69,182.15,74.66,26.877234,23.41982,22.286222,65.38143,70.78384,68.0098,509.8629,0.0,177.7817,226.2342,0.0,492.90625,0.44543543,0.03025,0.03025,0.03025,0.03025
6,10,2,0,23.879274,-1.1207259,79.32039,0.86560506,0.0,0.0,0.0,329.17297,1.0,25.0,25.0,1,22.22,82.62,326.41,166.42,26.980125,20.604599,25.415966,55.95562,82.382904,100.0,371.38962,0.0,133.04637,122.74695,0.0,627.9957,0.44234326,0.03025,0.06605,0.03025,0.03025
6,11,2,0,23.900457,-1.0995431,79.1696,0.85928506,0.0,0.0,0.0,432.86932,1.0,25.0,25.0,1,23.33,75.56,425.37,182.01,26.515144,21.25197,26.568893,67.16211,100.0,78.039566,208.40778,0.0,157.05943,107.80541,0.0,802.10974,0.45530877,0.03025,0.06605,0.03025,0.03025
