month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation,occupant_count,indoor_dry_bulb_temperature_cooling_set_point,indoor_dry_bulb_temperature_heating_set_point,hvac_mode,outdoor_dry_bulb_temperature,outdoor_relative_humidity,diffuse_solar_irradiance,direct_solar_irradiance,outdoor_dry_bulb_temperature_predicted_1,outdoor_dry_bulb_temperature_predicted_2,outdoor_dry_bulb_temperature_predicted_3,outdoor_relative_humidity_predicted_1,outdoor_relative_humidity_predicted_2,outdoor_relative_humidity_predicted_3,diffuse_solar_irradiance_predicted_1,diffuse_solar_irradiance_predicted_2,diffuse_solar_irradiance_predicted_3,direct_solar_irradiance_predicted_1,direct_solar_irradiance_predicted_2,direct_solar_irradiance_predicted_3,carbon_intensity,electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
6,1,2,0,25.957903,-1.2643192,70.15945,0.5966637,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1,21.85,98.19,0.0,0.0,21.732718,26.86608,17.422407,93.97673,69.35465,100.0,31.002764,558.88806,0.0,33.498173,206.74927,0.0,0.47011298,0.03025,0.03025,0.03025,0.03025
6,2,2,0,25.708092,-1.5141302,71.391266,0.59429103,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1,21.38,98.5,0.0,0.0,20.411549,27.594866,18.847815,100.0,66.37845,58.537117,126.09154,353.8778,0.0,56.40534,156.5328,0.0,0.46705264,0.03025,0.03025,0.03025,0.03025
6,3,2,0,25.436514,-1.7857076,72.76189,0.5919184,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1,21.09,98.5,0.0,0.0,21.20041,25.718458,18.877052,83.31779,65.56698,98.34358,156.31213,568.6644,0.0,73.17529,218.93117,0.0,0.45780852,0.03025,0.03025,0.03025,0.03025
6,4,2,0,25.189693,-2.0325286,74.03752,0.5895458,0.0,0.0,0.0,0.0,2.0,27.222221,27.222221,1,20.94,98.0,0.0,0.0,21.554138,28.057226,18.871672,79.53162,60.264404,100.0,270.41684,229.66003,0.0,177.545,183.77454,0.0,0.4572636,0.03025,0.03025,0.06605,0.03025
6,5,2,0,24.739435,-1.9272323,76.11142,0.58717316,0.0,0.0,0.0,0.0,2.0,26.666666,26.666666,1,20.82,97.88,0.0,0.0,23.526413,25.909586,18.416462,61.78427,81.09734,100.0,496.74292,182.76071,0.0,175.07445,85.39914,0.0,0.4610489,0.03025,0.03025,0.06605,0.03025
6,6,2,0,26.52242,-0.14424592,68.559494,0.6171765,2.3024757,0.6874245,0.0,0.0,2.0,26.666666,26.666666,1,20.73,97.81,0.0,0.0,24.688236,26.883614,17.025522,78.168724,80.67924,100.0,501.38184,91.88104,0.0,193.22945,112.58622,0.0,0.4575128,0.03025,0.03025,0.06605,0.03025
6,7,2,0,25.782267,-0.8844008,71.70654,0.6870089,0.0,0.0,0.0,13.748436,2.0,26.666666,26.666666,1,21.23,96.5,30.9,36.82,25.32839,25.503916,20.463068,81.200035,90.677086,78.63317,480.01373,71.47696,58.692337,211.27205,38.206497,398.49313,0.45027816,0.03025,0.03025,0.03025,0.03025
6,8,2,0,26.996357,-0.1147544,67.00476,1.0115577,1.684169,0.1937285,0.0,104.747574,2.0,27.11111,27.11111,1,21.39,94.44,140.66,58.98,25.934942,24.385574,20.030565,66.75923,89.401794,94.32632,449.95847,0.0,105.83406,154.62993,0.0,383.47147,0.45374367,0.03025,0.03025,0.03025,0.03025
6,9,2,0,26.232578,-0.98964375,70.32276,0.7585377,0.0,0.0,0.0,158.3017,1.0,27.222221,27.222221,1,21.64,89.69,182.15,74.66,26.877234,23.41982,22.286222,65.38143,70.78384,68.0098,509.8629,0.0,177.7817,226.2342,0.0,492.90625,0.44543543,0.03025,0.03025,0.03025,0.03025
6,10,2,0,26.523817,-0.69840497,69.10037,1.0852097,0.0,0.0,0.0,329.17297,1.0,27.222221,27.222221,1,22.22,82.62,326.41,166.42,26.980125,20.604599,25.415966,55.95562,82.382904,100.0,371.38962,0.0,133.04637,122.74695,0.0,627.9957,0.44234326,0.03025,0.06605,0.03025,0.03025
6,11,2,0,27.188951,-0.03327099,66.49883,10.825549,0.0,0.343303,0.0,432.86932,1.0,27.222221,27.222221,1,23.33,75.56,425.37,182.01,26.515144,21.25197,26.568893,67.16211,100.0,78.039566,208.40778,0.0,157.05943,107.80541,0.0,802.10974,0.45530877,0.03025,0.06605,0.03025,0.03025
6,12,2,0,27.222195,-2.7300695e-05,66.22141,0.7446991,0.0,0.21296437,0.0,483.5661,1.0,27.222221,27.222221,1,24.47,71.31,463.43,195.09,24.985277,19.522152,25.069426,81.16241,87.78586,66.29368,114.50197,0.0,364.14062,102.72779,0.0,607.5118,0.46306032,0.03025,0.06605,0.03025,0.03025
6,13,2,0,27.222223,1.4076388e-06,66.04081,0.75111127,0.0,0.30898583,0.0,472.20483,1.0,27.222221,27.222221,1,25.58,68.38,447.65,187.83,25.851902,18.74945,26.60559,91.205864,100.0,47.483448,60.82251,0.0,574.6564,41.181076,0.0,379.56885,0.4527143,0.03025,0.03025,0.03025,0.03025
6,14,2,0,27.222225,2.8896488e-06,65.80185,0.7503986,0.0,0.47101212,0.0,470.18118,1.0,27.222221,27.222221,1,26.43,66.62,455.7,183.63,22.105474,18.458553,25.641106,79.91177,86.503815,48.139324,0.0,0.0,226.5176,0.0,0.0,590.13324,0.4635738,0.03025,0.03025,0.03025,0.03025
6,15,2,0,27.222227,4.8971788e-06,65.48181,0.74461275,0.0,0.6895398,0.0,458.65646,1.0,27.222221,27.222221,1,26.83,66.0,441.52,200.63,21.126804,19.358719,29.191431,90.353584,91.37271,68.86159,0.0,0.0,178.88477,0.0,0.0,574.98694,0.4695444,0.03025,0.03025,0.03025,0.03025
6,16,2,0,27.222235,1.2118137e-05,64.88965,0.7548043,0.0,0.93185675,0.0,326.85913,1.0,27.222221,27.222221,1,26.76,66.19,326.56,147.07,20.64399,19.537521,25.710962,91.81506,88.01321,72.471306,0.0,0.0,278.18793,0.0,0.0,237.84607,0.46882877,0.06605,0.03025,0.03025,0.06605
6,17,2,0,27.222229,7.1795857e-06,64.45291,0.7761986,1.3317881,1.2214117,0.0,206.86539,1.0,27.222221,27.222221,1,26.3,68.25,221.3,95.56,21.568743,18.26727,25.840044,100.0,85.66028,87.64802,0.0,0.0,141.10199,0.0,0.0,257.9803,0.47275716,0.06605,0.03025,0.03025,0.06605
6,18,2,0,27.222229,5.8324613e-06,63.997223,0.8163872,1.7758056,1.39345,0.0,109.67422,1.0,27.222221,27.222221,1,25.85,72.62,104.9,113.39,20.801079,19.104027,24.557205,100.0,73.830025,100.0,0.0,0.0,115.96357,0.0,0.0,117.26748,0.47323906,0.06605,0.03025,0.03025,0.06605
6,19,2,0,26.947216,0.0027709084,64.53543,1.0627915,0.44396058,1.5388533,0.0,44.663177,2.0,26.944445,26.944445,1,24.97,77.38,61.32,42.12,19.199694,19.372705,25.09437,86.858864,86.52768,79.40309,0.0,52.68916,71.80017,0.0,370.82172,66.046425,0.48226416,0.03025,0.03025,0.03025,0.03025
6,20,2,0,26.6688,0.0021331748,65.09467,1.41432,0.13908948,1.5507439,0.0,-0.0,2.0,26.666666,26.666666,1,23.04,87.5,0.0,0.0,17.735878,20.26377,24.113312,100.0,64.29074,55.963707,0.0,108.599236,0.0,0.0,512.5571,0.0,0.5003376,0.03025,0.03025,0.03025,0.03025
6,21,2,0,26.666681,1.46654975e-05,64.79501,0.8738001,0.0,0.95268154,0.0,0.0,1.0,26.666666,26.666666,1,22.08,87.62,0.0,0.0,18.368767,25.003202,21.809202,91.423256,57.066875,100.0,0.0,112.58285,0.0,0.0,536.8099,0.0,0.50964254,0.03025,0.03025,0.03025,0.03025
6,22,2,0,26.666668,1.9189147e-06,64.75528,0.90860295,0.0,0.3153532,0.0,0.0,2.0,26.666666,26.666666,1,21.36,88.56,0.0,0.0,18.126768,26.892214,21.198046,90.12259,93.826775,74.884346,0.0,166.10123,0.0,0.0,678.8591,0.0,0.50308573,0.03025,0.03025,0.03025,0.03025
6,23,2,0,26.666668,5.148886e-07,64.782364,0.6361576,0.0,0.060991798,0.0,0.0,2.0,26.666666,26.666666,1,20.58,90.69,0.0,0.0,17.770475,25.138313,22.736822,77.715385,59.006527,84.72687,0.0,147.81535,0.0,0.0,619.89996,0.0,0.49714366,0.03025,0.03025,0.03025,0.03025
6,24,2,0,26.38777,-0.27889788,65.88307,0.59903634,0.44394138,0.0,0.0,0.0,2.0,26.666666,26.666666,1,19.83,93.19,0.0,0.0,18.4611,25.733786,23.183495,99.393745,71.09678,100.0,0.0,266.60086,0.0,0.0,644.41406,0.0,0.49434522,0.03025,0.03025,0.03025,0.03025
6,1,3,0,25.908041,-0.75862557,67.84432,0.5966637,0.0,0.0,0.0,0.0,2.0,26.666666,26.666666,1,19.19,95.25,0.0,0.0,20.192036,27.86287,21.871456,84.963326,52.690098,100.0,64.14537,418.31686,0.0,331.71997,459.89725,0.0,0.4789742,0.03025,0.03025,0.03025,0.03025
6,2,3,0,25.49492,-1.1717467,69.55439,0.59429103,0.0,0.0,0.0,0.0,2.0,26.666666,26.666666,1,18.72,96.25,0.0,0.0,20.913177,27.70957,19.06016,100.0,86.07052,76.34065,97.95989,219.17566,0.0,416.05692,604.30884,0.0,0.4688475,0.03025,0.03025,0.03025,0.03025
6,3,3,0,25.154293,-1.5123739,70.96731,0.5919184,0.0,0.0,0.0,0.0,2.0,26.666666,26.666666,1,18.45,96.38,0.0,0.0,24.114597,28.559267,21.002155,76.929924,76.034454,64.59529,150.44382,316.2631,0.0,648.4305,552.57477,0.0,0.44310847,0.03025,0.03025,0.03025,0.03025
6,4,3,0,24.785885,-1.8807818,72.512634,0.5895458,0.0,0.0,0.0,0.0,2.0,26.666666,26.666666,1,18.3,96.25,0.0,0.0,26.023714,28.834887,19.26958,64.94632,67.67178,100.0,234.95996,301.35727,0.0,662.9053,316.58148,0.0,0.43657884,0.03025,0.03025,0.06605,0.03025
